재산피해금액,화재발생일자,화재진압시간,현장소방서거리,발생장소_시도,발생장소_시군구,발생장소_읍면,읍면동구분명,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,전체인력수합계,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,산림면적,계절,물가상승배수
2176,20120111,13800,6,강원,홍천,홍천,하오안리,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,부주의,기타,72,맑음,-1,22,315,4,,수,2012,1,11,16:50,북부,하오안,입,등산객실화,,0.03,"66,533",겨울,0.896
0,20130112,3554,12,강원,양양,강현,용호리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,268,흐림,5,49,225,4,,토,2013,1,12,18:50,강원,용호,쓰,쓰레기소각,,0.1,"16,214",겨울,0.896
0,20140113,13300,47,강원,화천,상서,파포리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,56,맑음,0,0,,,,월,2014,1,13,14:40,강원,파포,기,농산폐기물 소각,,0.15,"31,898",겨울,0.896
0,20140115,15200,41,강원,삼척,도계,,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,180,맑음,2,45,135,4,,수,2014,1,15,17:40,동부,흥전,입,입산자 실화 추정,,0.1,"40,519",겨울,0.896
0,20140116,34000,18,강원,정선,북평,숙암리,모닥불,불꽃/불티,비화,부주의,불씨/불꽃/화원방치,종이/목재/건초등,136,맑음,6,50,225,4,,목,2014,1,16,14:00,동부,숙암,입,입산자(수렵인)실화 추정,,0.2,"37,770",겨울,0.896
0,20140119,3020,22,강원,원주,신림,성남리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,66,맑음,-2,48,45,4,,일,2014,1,19,20:45,강원,성산,담,담뱃불 추정,,0.02,"52,641",겨울,0.896
0,20150105,4428,21,강원,강릉,주문진,주문리,미상,미상,미상,미상,미상,종이/목재/건초등,42,맑음,0,0,,,,월,2015,1,5,3:00,강원,주문,입,입산자실화 추정,,0.16,"37,109",겨울,0.896
0,20150110,14613,29,강원,강릉,왕산,대기리,미상,미상,미상,미상,미상,종이/목재/건초등,124,맑음,0,0,,,,토,2015,1,10,16:00,강원,대기,입,입산자실화 추정,,0.2,"37,109",겨울,0.896
0,20160106,3919,10,강원,고성,거진,,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,73,맑음,20,22,270,4,,수,2016,1,6,16:30,강원,거진,담,담뱃불실화,,0.06,"18,473",겨울,0.896
628,20160112,3824,43,강원,양구,남,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,84,맑음,0,26,180,4,,화,2016,1,12,15:20,강원,가오작,쓰,쓰레기소각,,0.05,"19,868",겨울,0.896
0,20160113,2151,17,강원,원주,호저,,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,46,맑음,-3,0,180,4,,수,2016,1,13,12:05,강원,매호,기,논밭두렁소각,,0.03,"52,252",겨울,0.896
1125,20160119,31900,9,강원,강릉,구정,,기타,불꽃/불티,굴뚝아궁이,부주의,불씨/불꽃/화원방치,종이/목재/건초등,490,맑음,-7,25,315,8,건조주의보,화,2016,1,19,21:29,강원,금광,건,기타(직접입력),보일러실 화재비화,3,"37,109",겨울,0.896
0,20160122,1511,11,강원,춘천,신동,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,37,맑음,-3,29,135,4,한파경보,금,2016,1,22,17:30,강원,팔미,입,기타(직접입력),입산자 실화추정,0.01,"51,062",겨울,0.896
0,20160125,10931,30,강원,춘천,남,,미상,불꽃/불티,굴뚝아궁이,부주의,불씨/불꽃/화원방치,종이/목재/건초등,182,맑음,-5,25,225,4,,월,2016,1,25,20:00,강원,발산,기,기타(직접입력),보일러 연통불씨 비화,0.3,"51,062",겨울,0.896
0,20160126,3340,17,강원,양양,강현,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,67,맑음,0,0,,,,화,2016,1,26,17:50,강원,사교,쓰,기타(직접입력),호두껍질 소각,0.03,"16,034",겨울,0.896
0,20160127,4700,18,강원,원주,귀래,,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,84,맑음,0,0,,,,수,2016,1,27,17:22,강원,운계,쓰,쓰레기소각,,0.15,"52,252",겨울,0.896
1279,20160129,14544,30,강원,홍천,내촌,,기타,불꽃/불티,비화,부주의,불씨/불꽃/화원방치,종이/목재/건초등,49,맑음,0,0,45,4,,금,2016,1,29,4:30,강원,서곡,쓰,쓰레기소각,,0.05,"65,341",겨울,0.896
0,20160129,1834,9,강원,홍천,북방,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,59,맑음,3,38,225,4,풍랑주의보,금,2016,1,29,14:00,강원,상화계,입,기타(직접입력),입산자 실화추정(조사중),0.03,"65,341",겨울,0.896
0,20160131,5239,60,강원,영월,수주,,기타,마찰/전도/복사,마찰열/마찰스파크,부주의,부주의,종이/목재/건초등,63,맑음,0,0,,,,일,2016,1,31,14:10,강원,운학,건,주택화재비화,,0.05,"34,137",겨울,0.896
0,20170111,3101,11,강원,춘천,서,현암리,논/밭두렁,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,64,맑음,1,23,135,4,,수,2017,1,11,16:00,강원,현암,기,기타(직접입력),화목보일러 재처리 부주의,0.05,"51,062",겨울,0.896
0,20170112,1911,12,강원,강릉,사천,판교리,담뱃불,미상,미상,미상,미상,종이/목재/건초등,129,맑음,4,19,315,4,건조경보,목,2017,1,12,17:30,강원,판교,입,등산객실화,,0.03,"37,109",겨울,0.896
0,20170114,80217,14,강원,양양,현북,하광정리,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,133,구름조금,-4,37,270,4,건조경보,토,2017,1,14,22:55,강원,하광정,기,기타(직접입력),풍등,0.07,"16,034",겨울,0.896
0,20170116,703,19,강원,양양,서,오색리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,121,맑음,5,37,45,4,건조경보,월,2017,1,16,14:15,강원,오색,쓰,쓰레기소각,,0.02,"16,034",겨울,0.896
0,20180102,11423,15,강원,원주,소초,교항리,모닥불,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,74,구름많음,-5,43,225,4,,화,2018,1,2,22:30,강원,교항,입,기타(직접입력),입산자 실화,0.01,"52,252",겨울,0.896
280012,20180114,145435,10,강원,양양,양양,화일리,미상,미상,미상,미상,미상,미상,1229,구름조금,6,53,225,4,,일,2018,1,15,5:30,강원,화일,건,주택화재비화,,17.73,"16,034",겨울,0.896
1990745,20190101,194930,11,강원,양양,서,송천리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,1862,맑음,2,19,270,4,,화,2019,1,2,17:20,강원,송천,담,담뱃불 실화추정,,97.94,"16,034",겨울,0.896
0,20190110,3617,15,강원,고성,토성,운봉리,쓰레기소각장,불꽃/불티,모닥불/연탄/숯,미상,미상,종이/목재/건초등,90,구름조금,5,19,45,8,,목,2019,1,10,12:05,강원,운봉,기,재 투기,,0.35,"18,473",겨울,0.896
0,20190119,2314,16,강원,강릉,왕산,목계리,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,92,맑음,2,56,0,4,,토,2019,1,19,23:45,강원,목계,기,화목보일러 재화재,,0.03,"37,109",겨울,0.896
1,20190120,24339,11,강원,춘천,서,현암리,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,156,맑음,2,30,225,4,풍랑주의보,일,2019,1,20,15:00,강원,현암,기,화목보일러 재처리 부주의,,1.46,"51,062",겨울,0.896
3162,20190122,51107,13,강원,태백,백산,,기타,마찰/전도/복사,화염전도/복사열,부주의,부주의,기타,146,구름조금,3,31,135,4,,화,2019,1,22,17:15,동부,,기,입목처분지 벌채작업 중 기계톱 불씨,,0.1,"8,897",겨울,0.896
9428,20190124,204205,24,강원,인제,서화,천도리,미상,미상,미상,미상,미상,미상,221,맑음,3,20,270,4,,목,2019,1,24,19:00,강원,천도,기,원인미상,,1,"41,482",겨울,0.896
0,20190125,4312,14,강원,원주,지정,가곡리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,93,맑음,4,19,270,,한파주의보,금,2019,1,25,16:30,강원,가곡,기,파이프절단중 불씨발화,,0.3,"52,252",겨울,0.896
0,20190126,11139,21,강원,평창,방림,운교리,쓰레기소각장,마찰/전도/복사,화염전도/복사열,부주의,불씨/불꽃/화원방치,종이/목재/건초등,90,맑음,1,16,315,,풍랑경보,토,2019,1,26,15:32,강원,운교,기,화목보일러 재 방치,,0.05,"50,279",겨울,0.896
0,20190127,3707,22,강원,원주,신림,성남리,미상,미상,미상,미상,미상,종이/목재/건초등,79,맑음,-13,20,315,4,풍랑주의보,일,2019,1,27,22:40,강원,신림,입,입산자 실화,,0.2,"52,252",겨울,0.896
0,20190127,3707,22,강원,원주,신림,성남리,미상,미상,미상,미상,미상,종이/목재/건초등,79,맑음,-13,20,315,4,풍랑주의보,일,2019,1,27,4:50,강원,성남,담,담뱃불 실화,,0.1,"52,252",겨울,0.896
0,20190127,11728,21,강원,원주,신림,신림리,미상,미상,미상,미상,미상,미상,155,맑음,-2,65,315,4,,일,2019,1,27,22:40,강원,신림,입,입산자 실화,,0.2,"52,252",겨울,0.907
0,20190127,11728,21,강원,원주,신림,신림리,미상,미상,미상,미상,미상,미상,155,맑음,-2,65,315,4,,일,2019,1,27,4:50,강원,성남,담,담뱃불 실화,,0.1,"52,252",겨울,0.907
0,20190127,25659,11,강원,춘천,신북,유포리,미상,미상,미상,미상,미상,종이/목재/건초등,145,맑음,3,25,45,4,,일,2019,1,28,10:30,강원,유포,담,담뱃불 실화,,3.6,"51,062",겨울,0.907
0,20190129,3919,26,강원,횡성,청일,춘당리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,101,구름조금,4,23,225,4,,화,2019,1,29,14:30,강원,춘당,쓰,쓰레기 소각,,0.4,"44,302",겨울,0.907
3300,20190130,10608,18,강원,동해,신흥,,기타,미상,미상,미상,미상,미상,330,맑음,10,37,135,4,건조주의보,수,2019,1,30,20:00,강원,,기,굴삭기 화재,,0.34,"9,247",겨울,0.907
0,20190130,2610,7,강원,홍천,화촌,송정리,미상,미상,미상,부주의,불장난,종이/목재/건초등,100,맑음,6,38,270,4,,수,2019,1,30,18:30,강원,송정,기,원인미상,,0.05,"65,341",겨울,0.907
990,20200101,3001,4,강원,강릉,성산,위촌리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,67,맑음,6,34,225,,건조주의보,공,2020,1,1,13:35,강원,위촌,쓰,쓰레기소각,,0.02,"37,109",겨울,0.907
0,20200103,22712,16,강원,춘천,서,오월리,미상,미상,미상,미상,미상,종이/목재/건초등,77,맑음,1,51,180,4,,금,2020,1,3,16:00,북부,오월,입,기타(직접입력),입산자실화(추정),0.7,"51,062",겨울,0.907
0,20200104,31117,0,강원,춘천,신북,발산리,미상,미상,미상,미상,미상,미상,0,맑음,5,41,225,4,풍랑주의보,토,2020,1,5,17:10,강원,발산,담,선택,,34.26,"51,062",겨울,0.907
0,20200104,2721,40,강원,정선,신동,덕천리,기타,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,종이/목재/건초등,77,맑음,5,43,225,4,풍랑주의보,토,2020,1,4,15:40,강원,덕천,입,기타(직접입력),입산자실화 추정,0.04,"36,723",겨울,0.907
0,20200115,1851,2,강원,양양,양양,월리,기타,불꽃/불티,굴뚝아궁이,기계적요인,기계적요인,종이/목재/건초등,155,맑음,5,23,315,8,,수,2020,1,15,14:30,강원,월,기,기타(직접입력),화목보일러 불씨 부주의,0.02,"16,034",겨울,0.907
99,20200123,4318,22,강원,횡성,우천,하궁리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,100,맑음,9,40,180,4,,목,2020,1,23,13:54,강원,하궁,기,기타(직접입력),원인미상,0.1,"44,302",겨울,0.907
0,20200131,11237,36,강원,홍천,서석,풍암리,미상,미상,미상,미상,미상,미상,79,맑음,8,41,225,4,,금,2020,1,31,15:00,강원,풍암,기,기타(직접입력),원인미상,0.01,"65,341",겨울,0.907
0,20210112,24740,28,강원,홍천,동,좌운리,입산자실화,미상,미상,미상,미상,미상,48,맑음,-8,59,270,4,,화,2021,1,12,17:00,북부,좌운,입,기타(직접입력),입산자실화,0.15,"65,341",겨울,0.907
0,20210112,24740,27,강원,홍천,동,좌운리,입산자실화,미상,미상,미상,미상,미상,48,맑음,-7,59,270,4,,화,2021,1,12,17:00,북부,좌운,입,기타(직접입력),입산자실화,0.15,"65,341",겨울,0.907
0,20210115,193251,11,강원,인제,인제,덕적리,기타,자연적발화열,낙뢰,자연적인요인,자연적인요인,종이/목재/건초등,54,비,-2,69,315,12,,금,2021,1,16,11:30,북부,덕적,입,기타(직접입력),입산자실화,0.21,"41,482",겨울,0.907
0,20210120,20028,14,강원,횡성,공근,공근리,입산자실화,미상,미상,미상,미상,종이/목재/건초등,92,맑음,6,31,225,4,,수,2021,1,20,16:30,강원,공근,입,기타(직접입력),입산자실화,0.09,"44,302",겨울,0.907
0,20210124,32655,10,강원,홍천,홍천,하오안리,기타,기타,기타,전기적요인,절연열화에의한단락,기타,17,맑음,7,62,180,4,,일,2021,1,24,21:00,북부,하오안,기,작업장실화,,0.7,"65,341",겨울,0.907
0,20210124,32655,9,강원,홍천,홍천,하오안리,기타,기타,기타,전기적요인,절연열화에의한단락,기타,17,맑음,7,62,180,4,,일,2021,1,24,21:00,북부,하오안,기,작업장실화,,0.7,"65,341",겨울,0.907
2900,20120205,4142,40,강원,고성,거진,거진리,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불장난,종이/목재/건초등,68,맑음,6,29,135,4,건조주의보,일,2012,2,5,16:49,강원,거진,입,입산자실화,,0.2,"19,750",겨울,0.907
0,20130228,10100,37,강원,삼척,원덕,호산리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,242,구름많음,10,41,225,4,,목,2013,2,28,13:00,강원,호산,기,농산폐기물소각,,0.02,"40,519",겨울,0.907
0,20140227,5719,16,강원,횡성,우천,하대리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,107,맑음,12,490,90,4,,목,2014,2,27,13:45,강원,하대,기,논밭두렁 소각,,0.25,"44,631",겨울,0.907
5701,20150201,10433,68,강원,춘천,북산,조교리,입산자실화,미상,미상,부주의,부주의,종이/목재/건초등,88,맑음,3,34,225,4,,일,2015,2,1,17:43,강원,조교,입,입산자실화 추정,,0.1,"51,062",겨울,0.907
44174,20150208,32008,45,강원,삼척,가곡,오목리,미상,불꽃/불티,굴뚝아궁이,부주의,부주의,종이/목재/건초등,3743,맑음,-10,26,135,4,풍랑주의보,일,2015,2,11,10:00,강원,오목,기,화목보일러 불똥,,52,"40,191",겨울,0.907
0,20150226,11703,8,강원,원주,태장,,기타,담뱃불/라이터불,라이터불/성냥불,부주의,불장난,종이/목재/건초등,96,맑음,6,30,270,8,풍랑주의보,목,2015,2,26,15:35,강원,,기,어린이 불장난,,0.2,"52,641",겨울,0.907
0,20160201,1626,29,강원,원주,신림,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,40,맑음,0,0,,,,월,2016,2,1,15:30,북부,황둔,입,기타(직접입력),성묘객 담뱃불,0.01,"52,252",겨울,0.907
0,20160201,14429,28,강원,홍천,내촌,,쓰레기소각장,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,143,맑음,0,0,,,,월,2016,2,1,19:30,강원,답풍,기,기타(직접입력),화목보일러 재,0.3,"65,341",겨울,0.907
0,20160204,4702,26,강원,원주,문막,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,75,맑음,2,30,225,4,,목,2016,2,4,12:44,강원,취병,쓰,쓰레기소각,,0.05,"52,252",겨울,0.907
0,20160204,10411,3,강원,춘천,동,,논/밭두렁,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,103,구름조금,5,29,225,4,,목,2016,2,4,17:00,강원,장학,기,기타(직접입력),나무보일러 재 비화,1,"51,062",겨울,0.907
586,20160205,13907,31,강원,횡성,우천,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,185,구름조금,3,26,180,4,,금,2016,2,5,17:50,강원,하궁,쓰,쓰레기 소각(낙엽)_,,0.8,"44,302",겨울,0.907
0,20160208,21135,14,강원,횡성,횡성,,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,222,맑음,0,60,225,4,대설주의보,월,2016,2,8,15:45,강원,정암,기,농산폐기물 소각,,3,"44,302",겨울,0.907
910,20160210,2216,30,강원,춘천,북산,,입산자실화,담뱃불/라이터불,촛불,부주의,불씨/불꽃/화원방치,침구/직물류,110,맑음,6,28,135,4,,수,2016,2,10,15:45,강원,청평,기,무속행위,,0.02,"51,062",겨울,0.907
617,20160218,25100,7,강원,동해,발한,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,504,맑음,8,41,225,4,,목,2016,2,19,2:00,강원,,기,기타(직접입력),원인미상,0.8,"9,247",겨울,0.907
0,20160221,21100,39,강원,정선,신동,,기타,작동기기,전기적아크,전기적요인,절연열화에의한단락,전기/전자,155,맑음,-1,30,180,4,,일,2016,2,21,13:30,강원,조동,기,기타(직접입력),철도 고압선 절단 스파크,0.3,"36,723",겨울,0.907
0,20160221,14800,27,강원,정선,남,,기타,불꽃/불티,굴뚝아궁이,부주의,불씨/불꽃/화원방치,종이/목재/건초등,112,맑음,-4,63,135,4,,일,2016,2,21,17:35,강원,무릉,기,기타(직접입력),화목보일러 불씨 비화추정,0.3,"36,723",겨울,0.907
0,20160223,10906,29,강원,인제,북,,미상,미상,미상,미상,미상,종이/목재/건초등,103,구름조금,3,27,315,4,,화,2016,2,23,16:30,강원,용대,입,기타(직접입력),입산자 실화추정,1,"41,482",겨울,0.907
0,20160223,10201,57,강원,양구,양구,,군경사격장,폭발물/폭죽,폭탄/탄약,부주의,불씨/불꽃/화원방치,종이/목재/건초등,122,흐림,5,28,270,8,건조주의보,화,2016,2,23,15:54,강원,한전,기,기타(직접입력),UDT훈련중 교탄사용,0.5,"19,868",겨울,0.919
0,20160223,4800,49,강원,화천,사내,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,35,흐림,-4,65,315,4,,화,2016,2,23,19:30,강원,광덕,입,등산객실화,,0.03,"31,778",겨울,0.919
550,20160226,2105,10,강원,춘천,동내,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,60,맑음,7,22,225,4,,금,2016,2,26,15:35,강원,학곡,기,논밭두렁소각,,0.01,"51,062",겨울,0.919
0,20160226,5518,32,강원,영월,상동,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,90,구름조금,6,0,270,8,,금,2016,2,26,16:15,강원,내덕,쓰,쓰레기소각,,0.05,"34,137",겨울,0.919
0,20170221,4823,12,강원,강릉,강동,안인진리,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,쓰레기류,115,맑음,5,35,135,4,,화,2017,2,21,12:55,강원,안인진,입,등산객실화,,0.03,"37,109",겨울,0.919
0,20170222,3332,11,강원,강릉,강동,안인진리,기타,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,105,흐림,4,42,315,4,,수,2017,2,22,9:45,강원,안인진,입,등산객실화,,0.01,"37,109",겨울,0.919
0,20170228,3751,39,강원,홍천,내촌,물걸리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,110,맑음,0,0,,,,화,2017,2,28,11:52,강원,물걸,쓰,쓰레기소각,,0.2,"65,341",겨울,0.919
0,20180201,5327,39,강원,홍천,서석,검산리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,100,맑음,-1,40,315,4,,목,2018,2,1,17:00,북부,검산,입,등산객실화,,0.02,"65,341",겨울,0.919
0,20180208,12813,62,강원,양구,남,청리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,94,맑음,2,22,135,4,,목,2018,2,8,17:55,북부,가오작,입,등산객실화,,0.06,"19,868",겨울,0.919
0,20180209,5834,26,강원,춘천,동산,조양리,쓰레기소각장,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,69,맑음,-10,72,45,4,,금,2018,2,9,8:00,강원,조양,기,기타(직접입력),화목보일러 재투기,0.01,"51,062",겨울,0.919
317680,20180211,152243,38,강원,삼척,도계,황조리,미상,미상,미상,미상,미상,미상,0,구름조금,-11,57,225,12,풍랑경보,일,2018,2,13,21:00,강원,황조,기,기타(직접입력),원인미상,76.46,"40,191",겨울,0.919
0,20180212,12904,15,강원,횡성,공근,가곡리,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,103,맑음,-3,37,270,8,풍랑주의보,월,2018,2,12,13:50,강원,가곡,기,기타(직접입력),화목보일러 재투기,0.1,"44,302",겨울,0.919
0,20180216,11443,5,강원,평창,평창,유동리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,168,맑음,5,20,315,4,,금,2018,2,16,15:20,강원,유동,기,성묘객실화,,0.5,"50,279",겨울,0.919
4207,20180219,3606,28,강원,원주,부론,노림리,축사/비닐하우스,화학적발화열,화학반응열,화학적요인,자연발화,쓰레기류,133,맑음,6,28,225,4,건조주의보,월,2018,2,19,16:30,강원,노림,건,기타(직접입력),폐축사 화재,0.5,"52,252",겨울,0.919
0,20180220,5216,47,강원,정선,신동,운치리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,159,맑음,6,24,225,4,,화,2018,2,20,17:28,강원,운치,기,논밭두렁소각,,0.1,"36,723",겨울,0.919
0,20190227,4323,30,강원,평창,용평,장평리,쓰레기소각장,불꽃/불티,비화,부주의,불씨/불꽃/화원방치,종이/목재/건초등,86,맑음,8,50,180,4,,수,2019,2,27,12:50,강원,장평,쓰,쓰레기 소각,,0.1,"50,279",겨울,0.919
0,20190227,12355,15,강원,춘천,서,서상리,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,87,구름조금,13,34,225,4,,수,2019,2,27,17:00,강원,서상,기,농산폐기물 소각,,1,"51,062",겨울,0.919
0,20200208,3815,33,강원,춘천,남산,백양리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,72,맑음,-4,72,315,4,풍랑주의보,토,2020,2,8,8:30,강원,백양,쓰,쓰레기소각,,0.03,"51,062",겨울,0.919
4194,20200209,32958,30,강원,원주,신림,황둔리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,108,맑음,-1,43,270,4,,일,2020,2,9,20:04,강원,황둔,담,담뱃불실화,,0.4,"52,252",겨울,0.919
408,20200224,41008,28,강원,춘천,남산,산수리,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,108,맑음,10,45,135,4,,월,2020,2,24,15:15,강원,산수,기,논밭두렁소각,,0.1,"51,062",겨울,0.919
0,20210205,44204,15,강원,정선,북평,장열리,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,140,맑음,5,47,225,8,강풍주의보,금,2021,2,5,19:11,동부,장열,기,기타(직접입력),원인미상,2.02,"36,723",겨울,0.919
0,20210205,44204,15,강원,정선,북평,장열리,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,140,맑음,4,47,225,8,강풍주의보,금,2021,2,5,19:11,동부,장열,기,기타(직접입력),원인미상,2.02,"36,723",겨울,0.919
