재산피해금액,화재발생일자,화재진압시간,현장소방서거리,발생장소_시도,발생장소_시군구,발생장소_읍면,읍면동구분명,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,전체인력수합계,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,산림면적,계절,물가상승배수
0,20210209,42625,20,강원,삼척,신기,서하리,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,369,맑음,6,27,315,4,건조주의보,화,2021,2,9,23:00,강원,서하,기,기타(직접입력),연탄재처리부주의,3.7,"40,191",겨울,0.919
0,20210209,42625,20,강원,삼척,신기,서하리,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,369,맑음,6,27,315,4,건조주의보,화,2021,2,9,23:00,강원,서하,기,기타(직접입력),연탄재처리부주의,3.7,"40,191",겨울,0.919
264,20210210,11835,23,강원,홍천,동,좌운리,입산자실화,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,기타,41,맑음,6,70,135,4,,수,2021,2,10,15:30,강원,좌운,입,기타(직접입력),입산자실화,0.01,"65,341",겨울,0.919
0,20210216,24845,29,강원,강릉,옥계,현내리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,209,맑음,1,30,315,8,,화,2021,2,16,19:20,강원,산계,입,기타(직접입력),입산자실화(담뱃불),2.7,"37,109",겨울,0.919
0,20210216,24845,28,강원,강릉,옥계,현내리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,209,맑음,0,30,315,8,,화,2021,2,16,19:20,강원,산계,입,기타(직접입력),입산자실화(담뱃불),2.7,"37,109",겨울,0.919
49636,20210218,55140,7,강원,양양,양양,사천리,논/밭두렁,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,1028,맑음,-1,32,225,8,건조경보,목,2021,2,19,10:00,강원,사천,기,기타(직접입력),원인미상,3.62,"16,034",겨울,0.919
0,20210218,1222,7,강원,양양,양양,조산리,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,22,맑음,-8,43,270,4,,목,2021,2,19,10:00,강원,사천,기,기타(직접입력),원인미상,3.62,"16,034",겨울,0.919
4857,20210220,173328,29,강원,정선,여량,구절리,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,기타,421,맑음,12,30,45,4,,토,2021,2,22,3:00,동부,구절,기,기타(직접입력),아궁이재투기,24.56,"36,723",겨울,0.919
4857,20210220,173328,28,강원,정선,여량,구절리,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,기타,421,맑음,11,30,45,4,,토,2021,2,22,3:00,동부,구절,기,기타(직접입력),아궁이재투기,24.56,"36,723",겨울,0.919
0,20210222,4716,22,강원,화천,간동,간척리,미상,미상,미상,미상,미상,기타,81,맑음,14,39,270,4,건조주의보,월,2021,2,22,16:06,강원,간척,기,기타(직접입력),원인미상,0.1,"31,778",겨울,0.919
0,20210222,4716,21,강원,화천,간동,간척리,미상,미상,미상,미상,미상,기타,81,맑음,13,39,270,4,건조주의보,월,2021,2,22,16:06,강원,간척,기,기타(직접입력),원인미상,0.1,"31,778",겨울,0.919
0,20210226,35402,21,강원,홍천,북방,전치곡리,미상,미상,미상,미상,미상,미상,106,맑음,10,35,90,4,,금,2021,2,26,16:00,강원,전치곡,입,기타(직접입력),입산자실화,0.1,"65,341",겨울,0.919
0,20210226,35402,20,강원,홍천,북방,전치곡리,미상,미상,미상,미상,미상,미상,106,맑음,10,35,90,4,,금,2021,2,26,16:00,강원,전치곡,입,기타(직접입력),입산자실화,0.1,"65,341",겨울,0.919
457,20130304,5200,16,강원,삼척,근덕,동막3리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,170,맑음,5,38,0,4,,월,2013,3,4,14:00,강원,동막,쓰,쓰레기소각,,0.2,"40,519",봄,0.919
0,20130306,5000,29,강원,춘천,남산,산수리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,118,맑음,11,54,135,4,,수,2013,3,6,17:10,강원,산수,기,농산폐기물소각,,0.05,"53,207",봄,0.919
457,20130308,11618,50,강원,양양,현남,하월천리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,721,맑음,14,35,270,8,건조주의보,금,2013,3,8,14:30,강원,하월천,쓰,쓰레기소각,,1,"16,214",봄,0.919
0,20130309,4300,30,강원,춘천,북산,오항리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,75,맑음,21,26,225,4,,토,2013,3,9,14:20,강원,오항,쓰,쓰레기소각,,0.3,"53,207",봄,0.919
1,20130311,2600,57,강원,양구,양구,군량리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,95,맑음,8,44,225,4,,월,2013,3,11,13:30,강원,군량,기,농산폐기물소각,,0.1,"19,961",봄,0.919
2889,20130316,11100,15,강원,양양,강현,방축리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,181,맑음,13,31,90,,,토,2013,3,16,12:51,강원,방축,기,농산폐기물소각,,0.2,"16,214",봄,0.919
1320,20130323,4306,21,강원,원주,지정,안창리,미상,미상,미상,미상,미상,종이/목재/건초등,73,맑음,7,56,180,4,,토,2013,3,23,15:40,강원,안창,기,성묘객실화,,0.1,"52,641",봄,0.919
156231,20130327,21710,20,강원,춘천,남산,강촌리,기타,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,쓰레기류,91,맑음,15,13,225,4,,수,2013,3,27,18:30,강원,강촌,기,농산폐기물소각,,4,"53,207",봄,0.919
4765,20130327,3959,3,강원,홍천,홍천,희망2리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,206,맑음,17,14,225,4,,수,2013,3,27,18:40,강원,희망,담,담뱃불실화,,0.1,"66,533",봄,0.919
0,20130328,2029,2,강원,강릉,교,,기타,담뱃불/라이터불,라이터불/성냥불,방화,방화,종이/목재/건초등,22,맑음,4,37,225,4,,목,2013,3,28,2:55,강원,,기,방화,,0.02,"37,549",봄,0.919
0,20140303,924,27,강원,원주,흥업,매지리,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,53,맑음,10,60,315,4,,월,2014,3,3,12:50,강원,매지,기,논밭두렁 소각,,0.1,"52,641",봄,0.919
0,20140303,2918,5,강원,원주,관설,,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,70,맑음,10,25,315,4,,월,2014,3,3,15:00,강원,,기,논밭두렁 소각,,0.06,"52,641",봄,0.919
0,20140305,4136,33,강원,춘천,남,가정리,담뱃불,담뱃불/라이터불,라이터불/성냥불,부주의,기타(부주의),쓰레기류,100,맑음,6,22,,8,,수,2014,3,5,16:30,강원,가정,기,농산폐기물 소각,,0.01,"53,207",봄,0.919
0,20140307,90743,12,강원,영월,김삿갓,진별리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,411,맑음,2,17,315,4,건조주의보,금,2014,3,7,17:30,강원,진별,기,농산폐기물 소각,,2,"34,604",봄,0.919
0,20140307,10012,21,강원,춘천,서,당림리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,58,맑음,5,23,315,4,,금,2014,3,7,15:00,강원,당림,기,용접불씨연소,,0.05,"53,207",봄,0.919
0,20140307,11734,16,강원,홍천,북방,북방리,기타,불꽃/불티,굴뚝아궁이,기타,기타,종이/목재/건초등,107,맑음,5,13,225,4,,금,2014,3,7,16:45,강원,북방,기,굴뚝불씨연소,,0.2,"66,533",봄,0.919
0,20140310,11800,40,강원,화천,화천,아리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,95,맑음,5,0,270,4,,월,2014,3,10,12:45,강원,아,기,농산폐기물소각 추정,,0.12,"31,898",봄,0.919
0,20140311,1538,33,강원,원주,귀래,용암리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,95,맑음,4,38,0,,,화,2014,3,11,17:50,강원,용암,입,입산자 실화,,0.06,"52,641",봄,0.919
0,20140324,10032,24,강원,홍천,두촌,자은리,기타,불꽃/불티,불꽃/불티,부주의,기타(부주의),종이/목재/건초등,128,맑음,16,0,180,8,,월,2014,3,24,17:10,북부,자은,기,전기누전추정,,0.2,"66,533",봄,0.919
4332,20140324,5552,13,강원,양양,강현,전진리,기타,작동기기,불꽃/스파크/정전기,전기적요인,누전/지락,종이/목재/건초등,615,맑음,15,31,225,8,건조주의보,월,2014,3,24,20:20,강원,전진,기,기타(직접입력),전선스파크 추정,0.3,"16,214",봄,0.919
0,20140327,5627,1,강원,철원,갈말,문혜리,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,38,맑음,21,27,225,4,,목,2014,3,27,17:00,강원,문혜,입,기타(직접입력),입산자실화 추정,0.03,"41,764",봄,0.919
310,20140327,11655,47,강원,홍천,서,모곡리,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,104,맑음,22,19,270,4,,목,2014,3,27,18:37,강원,모곡,기,작업장실화,,0.2,"66,533",봄,0.919
1340,20140327,12018,48,강원,평창,용평,노동리,미상,미상,미상,미상,미상,종이/목재/건초등,263,맑음,17,32,270,4,,목,2014,3,27,20:35,동부,노동,기,기타(직접입력),원인미상,0.15,"50,856",봄,0.919
0,20150302,5700,14,강원,인제,북,한계리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,124,맑음,8,54,315,4,,월,2015,3,2,17:20,강원,한계,입,입산자실화 추정,,0.01,"41,921",봄,0.919
0,20150307,3800,6,강원,춘천,동,감정리,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,146,맑음,12,26,0,4,,토,2015,3,7,15:10,강원,감정,쓰,잔디소각,,0.2,"51,062",봄,0.919
0,20150308,3144,30,강원,횡성,청일,갑천리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,67,구름조금,9,39,180,4,,일,2015,3,8,12:00,강원,갑천,기,농산폐기물 소각,,0.1,"44,302",봄,0.919
534,20150308,21111,22,강원,고성,죽왕,구성리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,529,구름조금,8,61,90,4,,일,2015,3,8,14:00,강원,구성,쓰,쓰레기 소각,,0.9,"18,473",봄,0.919
1375,20150308,5144,6,강원,강릉,성산,위촌리,논/밭두렁,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,100,맑음,12,51,180,4,,일,2015,3,8,15:10,강원,위촌,담,담뱃불 실화,,0.1,"37,109",봄,0.919
0,20150309,4900,10,강원,춘천,신북,발산리,기타,불꽃/불티,굴뚝아궁이,부주의,불씨/불꽃/화원방치,종이/목재/건초등,59,맑음,8,21,315,8,,월,2015,3,9,15:00,강원,발산,기,나무보일러 불똥비화,,0.01,"51,062",봄,0.919
649,20150309,14604,6,강원,춘천,동,지내리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,261,맑음,8,23,270,4,한파주의보,월,2015,3,9,16:26,강원,지내,기,원인미상,,0.4,"51,062",봄,0.919
385,20150311,3334,21,강원,강릉,연곡,유등리,논/밭두렁,불꽃/불티,비화,부주의,부주의,종이/목재/건초등,71,구름조금,5,42,270,8,풍랑주의보,수,2015,3,11,17:49,강원,유등,기,농산폐기물 소각,,0.1,"37,109",봄,0.919
0,20150311,4110,16,강원,홍천,동,노천리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,76,맑음,4,17,270,4,풍랑주의보,수,2015,3,11,19:47,강원,노천,입,입산자실화 추정,,0.03,"65,341",봄,0.919
0,20150314,848,6,강원,강릉,유천,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,37,맑음,0,0,,,,토,2015,3,14,12:12,강원,,기,원인미상,,0.02,"37,109",봄,0.919
0,20150314,1513,59,강원,양구,동,팔랑리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,60,맑음,7,29,315,4,,토,2015,3,14,14:20,강원,팔랑,쓰,쓰레기 소각,,0.07,"19,868",봄,0.925
162,20150314,5634,16,강원,홍천,남,명동리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,137,맑음,10,15,90,4,,토,2015,3,14,16:48,강원,명동,쓰,쓰레기 소각,,0.8,"65,341",봄,0.925
0,20150315,23011,10,강원,동해,쇄운,,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,263,맑음,12,56,45,4,건조경보,일,2015,3,15,17:15,강원,,기,원인미상,,1.5,"9,247",봄,0.925
0,20150317,22000,45,강원,삼척,원덕,이천리,논/밭두렁,기타,기타,부주의,부주의,종이/목재/건초등,227,맑음,17,30,90,4,,화,2015,3,17,18:40,동부,이천,기,밭두렁 소각,,1.92,"40,191",봄,0.925
0,20150319,5700,55,강원,화천,사내,삼일리,논/밭두렁,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,54,맑음,20,30,225,4,,목,2015,3,19,16:10,강원,삼일,입,입산자실화 추정,,0.02,"31,778",봄,0.925
0,20150321,11300,37,강원,화천,화천,아리,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,136,맑음,0,0,,,,토,2015,3,21,15:12,강원,아,기,농산폐기물 소각,,0.3,"31,778",봄,0.925
0,20150322,12100,35,강원,영월,주천,판운리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,117,맑음,7,30,45,8,,일,2015,3,22,15:15,강원,판운,기,재로인한 발화,,0.1,"34,137",봄,0.925
15037,20150322,202300,25,강원,화천,간동,도송리,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,445,맑음,12,14,45,8,,일,2015,3,23,10:30,강원,도송,쓰,쓰레기 소각,,67.3,"31,778",봄,0.925
0,20150322,34628,29,강원,횡성,청일,신대리,쓰레기소각장,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,337,맑음,15,7,315,8,,일,2015,3,22,18:30,북부,신대,기,재로인한 발화,,0.3,"44,302",봄,0.925
1516,20150322,41300,24,강원,홍천,두촌,천현리,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,319,맑음,11,12,315,8,,일,2015,3,22,21:40,강원,천현,기,용접작업 비화,,10.8,"65,341",봄,0.925
0,20150323,2900,11,강원,철원,갈말,토성리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,71,맑음,4,12,270,4,풍랑주의보,월,2015,3,23,10:53,강원,토성,쓰,쓰레기 소각,,0.1,"37,983",봄,0.925
0,20150323,22600,20,강원,인제,인제,가아리,모닥불,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,732,맑음,8,14,180,4,건조주의보,월,2015,3,23,20:45,북부,가아,기,군부대 진지보수,,3,"41,482",봄,0.925
2269,20150323,44223,16,강원,홍천,화촌,군업리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,590,맑음,0,0,,,,월,2015,3,24,18:00,강원,군업,입,입산자실화 추정,,37.1,"65,341",봄,0.925
0,20150324,21106,32,강원,홍천,내촌,와야리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,216,맑음,13,0,45,4,,화,2015,3,24,19:00,북부,와야,기,원인미상,,0.2,"65,341",봄,0.925
0,20150325,14801,46,강원,홍천,서석,생곡리,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,229,맑음,12,19,45,4,,수,2015,3,25,15:27,북부,생곡,담,담뱃불 실화,,0.1,"65,341",봄,0.925
0,20150325,20000,35,강원,삼척,도계,점리,기타,불꽃/불티,쓰레기/논밭두렁,부주의,부주의,종이/목재/건초등,178,맑음,7,57,135,4,,수,2015,3,25,18:00,강원,점,입,입산자실화 추정,,0.8,"40,191",봄,0.925
1885,20150325,10558,25,강원,원주,귀래,주포리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,74,맑음,7,18,0,8,,수,2015,3,25,17:35,강원,주포,기,농산폐기물 소각,,0.06,"52,252",봄,0.925
9900,20150325,10308,20,강원,평창,미탄,백운리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,113,맑음,13,9,180,4,,수,2015,3,25,17:55,강원,백운,담,담뱃불 실화,,0.6,"50,279",봄,0.925
0,20150325,135323,38,강원,홍천,내촌,와야리,기타,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,291,맑음,11,19,225,4,,수,2015,3,26,17:00,북부,와야,입,입산자실화 추정,,4.8,"65,341",봄,0.925
1584,20150325,3615,31,강원,춘천,남산,방하리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,86,맑음,5,41,135,4,,수,2015,3,25,22:00,강원,방하,기,원인미상,,0.05,"51,062",봄,0.925
0,20150326,25600,10,강원,삼척,도경,,담뱃불,불꽃/불티,불꽃/불티,부주의,담배꽁초,종이/목재/건초등,783,맑음,14,32,180,4,,목,2015,3,26,15:50,강원,,입,입산자실화 추정,,0.8,"40,191",봄,0.925
0,20150326,23519,35,강원,원주,신림,황둔리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,종이/목재/건초등,157,맑음,13,20,315,4,,목,2015,3,26,16:50,북부,황둔,기,농산폐기물 소각(고춧대),,1.5,"52,252",봄,0.925
72224,20150328,43021,20,강원,평창,미탄,평안리,미상,미상,미상,미상,미상,미상,520,구름조금,17,5,225,8,,토,2015,3,28,22:30,동부,평안,기,원인미상,,11.1,"50,279",봄,0.925
0,20150329,1653,6,강원,원주,태장,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,55,구름조금,16,39,135,4,,일,2015,3,29,13:39,강원,,입,입산자실화 추정,,0.05,"52,252",봄,0.925
0,20150329,1919,30,강원,춘천,남산,백양리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,58,구름조금,18,29,180,4,,일,2015,3,29,15:30,강원,백양,쓰,쓰레기 소각,,0.03,"51,062",봄,0.925
0,20150330,22837,21,강원,춘천,남산,강촌리,입산자실화,담뱃불/라이터불,담뱃불,부주의,부주의,종이/목재/건초등,111,구름조금,19,28,270,4,,월,2015,3,30,15:30,강원,강촌,입,입산자실화 추정,,0.1,"51,062",봄,0.925
0,20160302,3740,11,강원,강릉,성산,,기타,불꽃/불티,굴뚝아궁이,부주의,부주의,종이/목재/건초등,158,맑음,6,49,225,4,,수,2016,3,2,19:30,강원,어흘,기,기타(직접입력),화목보일러 불씨비화 추정,0.1,"37,109",봄,0.925
0,20160304,1705,28,강원,춘천,북산,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,83,맑음,0,0,,,,금,2016,3,4,14:50,강원,추곡,입,등산객실화,,0.03,"51,062",봄,0.925
0,20160304,10106,22,강원,철원,갈말,,미상,자연적발화열,햇볕,자연적인요인,돋보기효과,종이/목재/건초등,53,맑음,18,26,270,4,,금,2016,3,4,20:10,북부,문혜,기,기타(직접입력),원인미상,0.1,"37,983",봄,0.925
0,20160306,5737,15,강원,정선,남,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,113,구름조금,13,24,225,4,,일,2016,3,6,17:00,강원,유평,쓰,쓰레기소각,,0.1,"36,723",봄,0.925
0,20160315,4500,50,강원,화천,상서,,미상,미상,미상,부주의,불씨/불꽃/화원방치,종이/목재/건초등,63,맑음,0,0,,,,화,2016,3,15,18:09,강원,부촌,입,기타(직접입력),입산자 실화추정,0.1,"31,778",봄,0.925
0,20160316,5623,4,강원,영월,북,,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,92,맑음,10,26,270,4,,수,2016,3,16,12:20,강원,문곡,기,농산폐기물소각,,0.02,"34,137",봄,0.925
0,20160316,4704,14,강원,횡성,우천,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,64,맑음,0,0,,,,수,2016,3,16,13:45,강원,오원,쓰,쓰레기소각,,0.04,"44,302",봄,0.925
0,20160317,3010,8,강원,강릉,성산,,논/밭두렁,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,260,맑음,18,21,90,4,건조주의보,목,2016,3,17,13:35,강원,관음,담,담뱃불실화,,0.6,"37,109",봄,0.925
990,20160318,4402,15,강원,춘천,동산,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,115,맑음,0,0,,,,금,2016,3,18,15:50,강원,원창,기,농산폐기물소각,,0.6,"51,062",봄,0.925
0,20160323,650,20,강원,원주,호저,,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,66,흐림,13,38,0,4,,수,2016,3,23,16:56,강원,옥산,담,담뱃불실화,,0.03,"52,252",봄,0.925
0,20160324,1349,20,강원,원주,소초,,담뱃불,담뱃불/라이터불,라이터불/성냥불,부주의,담배꽁초,종이/목재/건초등,18,맑음,0,0,,,,목,2016,3,24,13:53,강원,교항,담,담뱃불실화,,0.09,"52,252",봄,0.925
0,20160327,2912,56,강원,화천,사내,,쓰레기소각장,담뱃불/라이터불,담뱃불,부주의,담배꽁초,쓰레기류,55,맑음,12,16,315,4,,일,2016,3,27,13:50,강원,광덕,쓰,쓰레기소각,,0.3,"31,778",봄,0.925
0,20160328,53200,8,강원,철원,김화,,미상,담뱃불/라이터불,라이터불/성냥불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,299,맑음,16,23,45,,,월,2016,3,28,18:39,강원,청양,입,등산객실화,,2,"37,983",봄,0.925
0,20160328,2123,22,강원,원주,신림,,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,68,맑음,13,0,315,4,,월,2016,3,28,19:00,강원,성남,쓰,쓰레기소각,,0.03,"52,252",봄,0.925
0,20160331,21500,46,강원,화천,사내,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,442,구름조금,17,12,270,4,,목,2016,3,31,15:30,강원,명월,입,기타(직접입력),,1.5,"31,778",봄,0.925
0,20170303,30119,34,강원,홍천,서,팔봉리,기타,불꽃/불티,비화,부주의,불씨/불꽃/화원방치,종이/목재/건초등,117,맑음,1,84,225,4,,금,2017,3,3,23:55,강원,팔봉,기,기타(직접입력),풍등,0.01,"65,341",봄,0.925
165000,20170309,235419,30,강원,강릉,옥계,산계리,담뱃불,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,2456,맑음,7,24,225,8,건조주의보,목,2017,3,10,22:30,강원,산계,입,기타(직접입력),입산자 실화,160.41,"37,109",봄,0.925
3300,20170310,2607,5,강원,춘천,동,만천리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,73,맑음,8,28,225,4,,금,2017,3,10,12:20,강원,만천,입,등산객실화,,0.01,"51,062",봄,0.925
0,20170310,12652,11,강원,홍천,홍천,상오안리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,137,맑음,4,30,0,4,,금,2017,3,11,0:00,북부,상오안,기,기타(직접입력),원인미상(조사중),0.2,"65,341",봄,0.925
0,20170311,33602,50,강원,양구,남,가오작리,기타,작동기기,불꽃/스파크/정전기,기계적요인,오일/연료누설,종이/목재/건초등,171,구름조금,13,17,135,4,,토,2017,3,11,20:00,북부,가오작,기,기타(직접입력),방위사업청 무인기 시험사업 중 발화,0.3,"19,868",봄,0.925
0,20170311,13927,33,강원,홍천,서,팔봉리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,70,구름조금,16,19,270,4,,토,2017,3,11,19:00,강원,팔봉,입,등산객실화,,0.05,"65,341",봄,0.925
4400,20170312,5509,26,강원,춘천,서,안보리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,236,비,13,35,225,4,,일,2017,3,12,19:40,강원,안보,쓰,쓰레기소각,,0.3,"51,062",봄,0.925
0,20170313,10948,23,강원,영월,김삿갓,와석리,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,65,구름조금,13,0,270,,,월,2017,3,13,17:00,강원,와석,기,작업장실화,,0.3,"34,137",봄,0.925
0,20170314,5234,23,강원,춘천,서,안보리,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,154,구름조금,1,75,135,4,건조주의보,화,2017,3,14,14:55,강원,안보,기,논밭두렁소각,,0.3,"51,062",봄,0.925
