재산피해금액,화재발생일자,화재진압시간,현장소방서거리,발생장소_시도,발생장소_시군구,발생장소_읍면,읍면동구분명,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,전체인력수합계,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,산림면적,계절,물가상승배수
64,20180623,24112,27,강원,춘천,북산,추곡리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,61,맑음,29,41,225,4,,토,2018,6,23,20:00,북부,추곡,입,기타(직접입력),입산자 실화,0.01,"51,062",여름,0.976
0,20180624,33029,8,강원,홍천,북방,화동리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,138,맑음,33,30,225,4,,일,2018,6,24,20:00,강원,화동,입,기타(직접입력),입산자 실화,1,"65,341",여름,0.976
0,20180624,10102,26,강원,홍천,내촌,화상대리,미상,미상,미상,미상,미상,종이/목재/건초등,79,맑음,31,35,225,4,,일,2018,6,24,20:00,북부,화상대,입,기타(직접입력),입산자 실화,0.15,"65,341",여름,0.976
2307,20190604,20224,19,강원,정선,화암,화암리,담뱃불,미상,미상,미상,미상,종이/목재/건초등,171,맑음,29,21,180,4,,화,2019,6,4,15:26,강원,화암,입,입산자 실화추정,,0.2,"36,723",여름,0.976
0,20200608,21904,59,강원,춘천,동,품걸리,미상,미상,미상,미상,미상,종이/목재/건초등,49,맑음,32,45,270,4,,월,2020,6,8,19:15,북부,품걸,입,기타(직접입력),입산자실화 추정,0.1,"51,062",여름,0.976
0,20200613,23157,8,강원,춘천,동,월곡리,입산자실화,미상,미상,미상,미상,미상,87,맑음,34,25,270,4,,토,2020,6,13,18:00,북부,원곡,입,기타(직접입력),입산자실화,0.4,"51,062",여름,0.976
0,20200623,10836,10,강원,홍천,동,속초리,미상,미상,미상,미상,미상,미상,133,맑음,28,59,270,4,,화,2020,6,23,13:30,북부,속초,입,기타(직접입력),입산자실화 추정,0.15,"65,341",여름,0.976
223,20210607,12539,22,강원,강릉,주문진,향호리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,50,맑음,25,62,225,4,,월,2021,6,7,17:00,강원,향호,쓰,쓰레기소각,,0.01,"37,109",여름,0.976
223,20210607,12539,22,강원,강릉,주문진,향호리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,50,맑음,25,62,225,4,,월,2021,6,7,16:00,강원,향호,기,기타(직접입력),원인미상,0.01,"37,109",여름,0.976
223,20210607,12539,21,강원,강릉,주문진,향호리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,50,맑음,25,62,225,4,,월,2021,6,7,17:00,강원,향호,쓰,쓰레기소각,,0.01,"37,109",여름,0.976
223,20210607,12539,21,강원,강릉,주문진,향호리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,50,맑음,25,62,225,4,,월,2021,6,7,16:00,강원,향호,기,기타(직접입력),원인미상,0.01,"37,109",여름,0.976
0,20210608,12515,26,강원,홍천,내촌,화상대리,기타,자연적발화열,낙뢰,자연적인요인,자연적재해,종이/목재/건초등,48,맑음,19,78,45,4,,화,2021,6,8,17:00,강원,화상대,기,낙뢰,,0.04,"65,341",여름,0.976
0,20210608,12515,26,강원,홍천,내촌,화상대리,기타,자연적발화열,낙뢰,자연적인요인,자연적재해,종이/목재/건초등,48,맑음,18,78,45,4,,화,2021,6,8,17:00,강원,화상대,기,낙뢰,,0.04,"65,341",여름,0.976
64,20180729,51925,34,강원,춘천,남,가정리,입산자실화,미상,미상,미상,미상,미상,65,맑음,34,45,45,4,,일,2018,7,29,19:00,강원,가정,기,작업장실화,,0.86,"51,062",여름,0.976
0,20180731,22401,40,강원,원주,부론,정산리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,65,맑음,36,36,0,4,,화,2018,7,31,17:21,강원,정산,기,작업장실화,,0.2,"52,252",여름,0.976
132,20190707,4951,28,강원,횡성,청일,갑천리,미상,미상,미상,미상,미상,기타,67,맑음,27,41,135,,,일,2019,7,7,17:10,강원,갑천,건,화장실 화재,,0.07,"44,302",여름,0.976
0,20190708,10239,30,강원,원주,신림,성남리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,73,맑음,21,0,180,4,,월,2019,7,8,12:45,강원,성산,기,원인미상,,0.1,"52,252",여름,0.976
0,20190709,3957,28,강원,원주,귀래,용암리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,38,맑음,19,62,135,4,,화,2019,7,9,16:00,강원,용암,담,담뱃불 실화 추정,,0.01,"52,252",여름,0.976
0,20190709,10508,28,강원,원주,귀래,용암리,기타,불꽃/불티,모닥불/연탄/숯,기타,기타,종이/목재/건초등,56,맑음,14,94,135,4,,화,2019,7,9,16:00,강원,용암,담,담뱃불 실화 추정,,0.01,"52,252",여름,0.976
1969,20190709,12107,10,강원,영월,남,창원리,기타,담뱃불/라이터불,라이터불/성냥불,부주의,부주의,종이/목재/건초등,84,맑음,23,52,90,4,,화,2019,7,9,21:10,강원,창원,기,농산폐기물 소각,,0.6,"34,137",여름,0.976
0,20130811,14300,64,강원,삼척,가곡,풍곡리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,15,맑음,29,33,135,4,,일,2013,8,12,8:38,동부,풍곡,기,기타(직접입력),낙뢰추정,0.5,"40,519",여름,0.976
136,20160818,20428,24,강원,횡성,서원,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,76,맑음,24,25,180,4,,목,2016,8,18,18:46,북부,옥계,입,등산객실화,,0.04,"44,302",여름,0.976
0,20160823,10619,30,강원,원주,귀래,,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,34,맑음,33,20,,,,화,2016,8,23,18:44,강원,귀래,기,기타(직접입력),조사중,0.03,"52,252",여름,0.976
1,20180801,61457,36,강원,춘천,동,품걸리,담뱃불,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,94,맑음,35,66,45,4,,수,2018,8,1,13:00,북부,품걸,기,기타(직접입력),조명탄 발화(조사중),0.1,"51,062",여름,0.976
0,20180803,42355,18,강원,횡성,우천,정금리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,107,맑음,37,59,270,4,,금,2018,8,3,13:10,강원,정금,입,기타(직접입력),입산자 실화추정,1.04,"44,302",여름,0.976
0,20180805,3708,10,강원,홍천,동,월운리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,59,맑음,35,48,270,4,,일,2018,8,5,18:10,강원,월운,입,기타(직접입력),입산자 실화,0.03,"65,341",여름,0.976
0,20180805,11212,30,강원,강릉,왕산,고단리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,131,구름조금,27,71,0,4,,일,2018,8,5,19:33,강원,고단,입,기타(직접입력),입산자 실화추정,0.02,"37,109",여름,0.976
0,20180815,40729,26,강원,횡성,안흥,상안리,입산자실화,담뱃불/라이터불,담뱃불/라이터불,부주의,부주의,종이/목재/건초등,106,맑음,32,79,90,4,,수,2018,8,15,14:00,강원,상안,입,기타(직접입력),입산자 실화,0.25,"44,302",여름,0.976
64,20180817,63115,10,강원,춘천,동,월곡리,입산자실화,미상,미상,부주의,부주의,종이/목재/건초등,232,맑음,29,34,135,4,,금,2018,8,17,18:20,강원,월곡,입,기타(직접입력),입산자 실화추정,9.4,"51,062",여름,1
0,20190823,11830,33,강원,횡성,서원,석화리,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,106,맑음,27,60,180,4,,금,2019,8,23,14:15,강원,석화,기,작업장실화,,0.22,"44,302",여름,1
0,20140920,40800,48,강원,화천,화천,동촌리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,122,맑음,25,0,135,4,,토,2014,9,20,18:40,강원,동촌,입,기타(직접입력),입산자실화 추정,0.25,"31,898",가을,1
0,20150925,11833,28,강원,횡성,강림,강림리,성묘객,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,99,구름조금,22,61,45,4,,금,2015,9,25,15:48,강원,강림,기,성묘객 실화추정,,0.03,"44,302",가을,1
0,20150927,4819,25,강원,춘천,사북,원평리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,55,맑음,22,50,270,4,,공,2015,9,27,14:10,강원,원평,입,입산자 실화추정,,0.01,"51,062",가을,1
0,20150929,13302,25,강원,원주,문막,비두리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,26,구름조금,28,39,45,8,,공,2015,9,29,16:50,강원,비두,입,입산자 실화추정,,0.05,"52,252",가을,1
0,20160920,20143,25,강원,춘천,사북,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,52,구름조금,23,35,45,4,,화,2016,9,20,16:30,북부,고성,입,기타(직접입력),입산자 실화추정,0.01,"51,062",가을,1
0,20121014,4738,9,강원,속초,설악,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,50,맑음,20,51,315,4,,일,2012,10,14,15:15,강원,,입,입산자실화,,0.01,"6,235",가을,1
0,20121021,13105,17,강원,원주,문막,포진리,미상,미상,미상,미상,미상,종이/목재/건초등,28,맑음,21,52,180,4,,일,2012,10,21,15:05,강원,포진,입,입산자실화,,0.03,"52,641",가을,1
0,20131029,5700,19,강원,춘천,사북,송암리,담뱃불,미상,미상,기타,기타,기타,43,구름많음,16,55,225,4,,화,2013,10,29,16:54,강원,송암,입,기타(직접입력),입산자 실화추정,0.05,"53,207",가을,1
0,20141028,22811,25,강원,홍천,두촌,천현리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,41,맑음,14,0,135,4,,화,2014,10,28,15:30,북부,천현,입,등산객실화,,0.02,"66,533",가을,1
0,20141029,23701,47,강원,인제,기린,진동리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,56,맑음,17,46,315,4,,수,2014,10,29,16:10,북부,진동,입,등산객실화,,0.7,"41,921",가을,1
372,20141030,30959,20,강원,평창,대화,개수리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,109,맑음,19,33,180,4,,목,2014,10,30,18:20,강원,개수,기,농산폐기물소각,,0.5,"50,856",가을,1
0,20151006,11800,1,강원,철원,갈말,문혜리,기타,담뱃불/라이터불,라이터불/성냥불,방화의심,방화의심,종이/목재/건초등,114,맑음,25,29,135,4,,화,2015,10,6,17:40,강원,문혜,입,입산자 실화추정,,0.1,"37,983",가을,1
0,20151011,33803,22,강원,춘천,서,덕두원리,기타,자연적발화열,낙뢰,자연적인요인,자연적인요인,종이/목재/건초등,17,비,12,69,180,4,풍랑주의보,일,2015,10,11,16:39,북부,당림,기,낙뢰 추정,,0.01,"51,062",가을,1
0,20151016,2932,1,강원,정선,정선,봉양리,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불장난,종이/목재/건초등,71,구름조금,23,22,45,4,,금,2015,10,16,16:30,강원,봉양,기,어린이 불장난 추정,,0.05,"36,723",가을,1
2560,20151017,42844,45,강원,강릉,연곡,삼산리,미상,미상,미상,미상,미상,종이/목재/건초등,172,맑음,19,15,135,4,,토,2015,10,17,15:02,동부,삼산,입,기타(직접입력),입산자 실화,0.8,"37,109",가을,1
0,20151017,20627,15,강원,철원,갈말,문혜리,기타,자연적발화열,햇볕,자연적인요인,돋보기효과,종이/목재/건초등,11,맑음,25,21,225,4,,토,2015,10,17,18:07,북부,문혜,기,원인미상,,0.05,"37,983",가을,1
0,20151024,34428,36,강원,강릉,왕산,대기리,기타,작동기기,전기적아크,전기적요인,압착/손상에의한단락,전기/전자,241,구름조금,18,29,270,4,,토,2015,10,24,18:30,강원,대기,기,전기배선단락,,0.5,"37,109",가을,1
0,20151025,25636,44,강원,평창,진부,봉산리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,72,구름조금,4,98,0,4,,일,2015,10,26,2:55,동부,봉산,기,원인미상,,0.1,"50,279",가을,1
0,20181004,21058,15,강원,인제,남,남전리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,115,구름조금,22,51,315,4,,목,2018,10,4,15:20,북부,남전,입,기타(직접입력),입산자 실화,0.01,"41,482",가을,1
0,20201006,12001,30,강원,춘천,사북,고성리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,61,맑음,18,41,225,4,,화,2020,10,6,17:30,북부,고성,입,기타(직접입력),입산자실화 추정,0.01,"51,062",가을,1
0,20201009,70306,33,강원,홍천,서석,풍암리,입산자실화,미상,미상,미상,미상,종이/목재/건초등,51,맑음,18,56,45,4,풍랑주의보,공,2020,10,9,0:00,북부,풍암,입,기타(직접입력),입산자실화 추정,0.05,"65,341",가을,1
0,20201011,51238,16,강원,홍천,화촌,군업리,미상,미상,미상,미상,미상,미상,45,맑음,8,94,180,4,,일,2020,10,11,10:30,북부,군업,입,기타(직접입력),입산자실화 추정,0.01,"65,341",가을,1
0,20201013,20424,17,강원,홍천,화촌,군업리,미상,미상,미상,미상,미상,종이/목재/건초등,86,맑음,18,51,225,4,,화,2020,10,13,17:00,북부,군엄,입,기타(직접입력),입산자실화 추정,0.01,"65,341",가을,1
0,20201029,20922,36,강원,정선,신동,천포리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,기타,97,맑음,17,19,225,4,,목,2020,10,29,16:15,동부,천포,기,농산폐기물소각,,0.4,"36,723",가을,1
0,20121127,3400,8,강원,춘천,신,,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,33,맑음,5,19,225,4,,화,2012,11,27,13:20,강원,,입,입산자실화,,0.01,"53,207",가을,1
0,20131108,200,18,강원,양양,양양,청곡리,입산자실화,담뱃불/라이터불,라이터불/성냥불,방화,방화,종이/목재/건초등,34,맑음,9,87,225,4,,금,2013,11,8,21:51,강원,청곡,기,방화,,0.01,"16,214",가을,1
0,20131122,33722,30,강원,태백,하사미,,미상,미상,미상,미상,미상,미상,36,흐림,-1,78,270,4,,금,2013,11,23,2:30,강원,,기,기타(직접입력),산업현장실화(추정),0.05,"9,012",가을,1
0,20141109,11805,36,강원,홍천,내촌,와야리,자동차,작동기기,전기적아크,교통사고,교통사고,종이/목재/건초등,50,맑음,14,0,180,4,,일,2014,11,9,16:50,북부,와야,기,기타(직접입력),도로변 교통사고,0.01,"66,533",가을,1
2541,20141111,5400,40,강원,양구,양구,고대리,논/밭두렁,불꽃/불티,불꽃/불티,부주의,쓰레기소각,종이/목재/건초등,63,구름조금,9,56,90,4,,화,2014,11,11,12:15,강원,고대,기,농산폐기물소각,,0.05,"19,961",가을,1
800,20141123,21324,27,강원,양양,서,논화리,미상,미상,미상,미상,미상,종이/목재/건초등,164,맑음,12,61,45,4,,일,2014,11,23,10:30,동부,논화,입,기타(직접입력),입산자 실화추정,1,"16,214",가을,1
0,20151101,13707,65,강원,홍천,내,방내리,미상,미상,미상,기타,기타,미상,101,맑음,10,34,180,4,,일,2015,11,1,18:05,강원,방내,입,입산자 실화추정,,0.1,"65,341",가을,1
0,20151102,2200,14,강원,강릉,연곡,방내리,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,91,맑음,16,27,270,8,,월,2015,11,2,15:00,동부,방,기,농산폐기물 소각,,0.03,"37,109",가을,1
0,20151102,31339,60,강원,양구,남,도촌리,입산자실화,기타,기타,부주의,부주의,종이/목재/건초등,279,맑음,0,60,45,4,,월,2015,11,2,18:55,강원,창,입,기타(직접입력),입산자 실화추정,0.3,"19,868",가을,1
0,20151104,5246,44,강원,인제,상남,하남리,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,126,맑음,8,45,270,4,,수,2015,11,4,14:00,북부,하남,기,작업장실화,,0.2,"41,482",가을,1
990,20161114,1400,34,강원,삼척,하장,,논/밭두렁,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,110,맑음,18,10,135,,,월,2016,11,14,13:10,강원,광동,기,기타(직접입력),화덕재 버림,0.01,"40,191",가을,1
0,20161121,2214,10,강원,강릉,구정,,기타,미상,미상,방화의심,방화의심,종이/목재/건초등,46,맑음,7,60,315,4,,월,2016,11,21,5:50,강원,제비,기,기타(직접입력),조사중,0.01,"37,109",가을,1
275,20161125,14144,4,강원,횡성,횡성,,쓰레기소각장,불꽃/불티,비화,부주의,불씨/불꽃/화원방치,종이/목재/건초등,97,맑음,4,25,180,4,,금,2016,11,25,18:50,강원,청용,기,기타(직접입력),야외화덕 불씨비화,0.03,"44,302",가을,1
0,20171116,3727,17,강원,평창,평창,대하리,미상,미상,미상,미상,미상,미상,91,맑음,5,18,90,4,,목,2017,11,16,14:30,강원,대하,입,기타(직접입력),입산자 실화,0.09,"50,279",가을,1
3850,20171116,10533,35,강원,홍천,내촌,물걸리,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,113,맑음,6,32,225,4,,목,2017,11,16,16:13,강원,물걸,입,기타(직접입력),입산자 실화,0.5,"65,341",가을,1
0,20171119,3814,25,강원,정선,여량,유천리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,63,맑음,1,15,225,4,풍랑주의보,일,2017,11,19,14:30,강원,유천,입,기타(직접입력),입산자 실화,0.05,"36,723",가을,1
0,20171120,3507,19,강원,영월,남,조전리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,기타,130,맑음,4,26,315,4,풍랑주의보,월,2017,11,20,14:03,강원,조전,쓰,쓰레기소각,,0.3,"34,137",가을,1
0,20171130,4722,8,강원,홍천,홍천,장전평리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,85,구름조금,1,26,315,4,,목,2017,11,30,12:20,강원,장전평,쓰,쓰레기소각,,0.05,"65,341",가을,1
0,20181122,4412,17,강원,철원,서,자등리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,91,맑음,4,0,135,4,풍랑주의보,목,2018,11,22,15:25,강원,자등,입,기타(직접입력),입산자 실화추정,0.1,"37,983",가을,1
0,20181123,4354,23,강원,삼척,근덕,초곡리,기타,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,152,맑음,5,19,315,4,건조주의보,금,2018,11,23,11:20,강원,초곡,쓰,쓰레기소각,,0.1,"40,191",가을,1
0,20181126,2859,22,강원,삼척,근덕,초곡리,미상,미상,미상,미상,미상,미상,70,맑음,3,70,315,4,,월,2018,11,26,7:25,강원,초곡,기,기타(직접입력),방화추정,0.03,"40,191",가을,1
0,20201104,5458,13,강원,철원,동송,이평리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,105,맑음,6,23,270,4,,수,2020,11,4,14:30,북부,이평,입,기타(직접입력),입산자실화 추정,0.01,"37,983",가을,1
0,20201116,110345,8,강원,홍천,홍천,장전평리,입산자실화,담뱃불/라이터불,촛불,부주의,부주의,기타,0,맑음,13,59,225,4,,월,2020,11,16,15:00,강원,장전평,입,기타(직접입력),입산자실화,0.1,"65,341",가을,1
0,20121226,23500,59,강원,삼척,가곡,오목리,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,385,맑음,-8,42,45,4,,수,2012,12,26,17:30,강원,오목,쓰,쓰레기소각,,0.2,"40,519",겨울,1
440,20131201,2929,8,강원,강릉,성산,금산리,미상,미상,미상,미상,미상,종이/목재/건초등,39,맑음,7,38,315,8,건조주의보,일,2013,12,1,22:40,강원,금산,담,기타(직접입력),담뱃불실화 추정,0.03,"37,109",겨울,1
0,20131206,2018,28,강원,양양,현북,중광정리,미상,미상,미상,미상,미상,종이/목재/건초등,234,구름조금,7,0,45,4,,금,2013,12,6,14:45,강원,중광정,입,기타(직접입력),입산자 실화 추정,0.01,"16,214",겨울,1
0,20141222,10645,33,강원,양양,현북,잔교리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,167,맑음,0,0,,,,월,2014,12,22,11:30,강원,잔교,쓰,쓰레기소각,,0.05,"16,214",겨울,1
297,20151212,4414,3,강원,횡성,횡성,갈풍리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,71,맑음,9,41,225,4,풍랑주의보,토,2015,12,12,15:10,강원,갈풍,쓰,쓰레기소각,,0.03,"44,302",겨울,1
330,20151216,13700,40,강원,양양,현남,인구1리,미상,미상,미상,미상,미상,미상,143,맑음,0,0,45,8,,수,2015,12,16,16:00,강원,인구,입,등산객실화,,0.1,"16,034",겨울,1
0,20151222,941,4,강원,강릉,학,,입산자실화,담뱃불/라이터불,담뱃불/라이터불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,41,맑음,10,49,135,4,,화,2015,12,22,14:30,강원,,담,담뱃불실화,,0.01,"37,109",겨울,1
302,20171202,10539,25,강원,원주,부론,손곡리,기타,작동기기,기기전도/복사열/기기발열,기계적요인,과열/과부하,전기/전자,95,맑음,2,56,315,4,,토,2017,12,2,23:30,강원,손곡,기,작업장실화,,0.2,"52,252",겨울,1
247,20171222,11648,7,강원,양양,서,논화리,미상,미상,미상,미상,미상,미상,315,맑음,7,54,315,4,,금,2017,12,22,21:00,강원,논화,기,농산폐기물소각,,0.81,"16,034",겨울,1
0,20191204,3451,11,강원,양구,양구,군량리,쓰레기소각장,불꽃/불티,굴뚝아궁이,부주의,쓰레기소각,종이/목재/건초등,73,맑음,6,24,315,4,,수,2019,12,4,12:47,강원,군량,기,농산폐기물소각,,0.1,"19,868",겨울,1
1100,20191205,12539,33,강원,삼척,도계,점리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,133,맑음,-4,28,180,4,풍랑주의보,목,2019,12,5,15:00,강원,점,담,담뱃불실화,,0.27,"40,191",겨울,1
0,20191211,30027,6,강원,인제,인제,덕산리,군경사격장,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,411,맑음,7,45,225,4,,수,2019,12,11,18:00,강원,덕산,기,기타(직접입력),원인미상,0.05,"41,482",겨울,1
0,20191211,150305,19,강원,정선,북평,나전리,미상,미상,미상,미상,미상,종이/목재/건초등,214,맑음,5,45,225,,강풍주의보,수,2019,12,12,10:39,강원,나전,기,기타(직접입력),조사중,2,"36,723",겨울,1
0,20191220,2754,8,강원,홍천,홍천,결운리,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,26,맑음,1,32,315,4,풍랑주의보,금,2019,12,20,13:20,강원,태학,쓰,쓰레기소각,,0.04,"65,341",겨울,1
1100,20191231,40104,26,강원,고성,토성,신평리,미상,작동기기,전기적아크,전기적요인,미확인단락,종이/목재/건초등,727,맑음,-9,36,270,,,화,2019,12,31,4:21,강원,신평,기,기타(직접입력),원인미상,0.5,"18,473",겨울,1
145,20201201,12942,17,강원,횡성,우천,상대리,건물,작동기기,기기전도/복사열/기기발열,기계적요인,기계적요인,종이/목재/건초등,104,맑음,-1,50,225,4,,화,2020,12,2,0:30,강원,상대,기,기타(직접입력),화목보일러 불씨,0.1,"44,302",겨울,1
0,20201208,15920,6,강원,홍천,동,속초리,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,84,맑음,-3,50,180,4,,화,2020,12,8,23:00,강원,속초,기,기타(직접입력),화목보일러 재처리 부주의,0.02,"65,341",겨울,1
0,20201212,10302,24,강원,원주,신림,구학리,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,53,맑음,3,42,315,4,,토,2020,12,12,19:00,북부,황둔,입,기타(직접입력),입산자실화,0.05,"52,252",겨울,1
0,20201212,10302,24,강원,원주,신림,구학리,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,53,맑음,3,42,315,4,,토,2020,12,12,14:30,강원,구학,담,담뱃불실화,,0.5,"52,252",겨울,1
0,20201212,34514,27,강원,원주,신림,황둔리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,61,맑음,5,30,315,,,토,2020,12,12,19:00,북부,황둔,입,기타(직접입력),입산자실화,0.05,"52,252",겨울,1
0,20201212,34514,27,강원,원주,신림,황둔리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,61,맑음,5,30,315,,,토,2020,12,12,14:30,강원,구학,담,담뱃불실화,,0.5,"52,252",겨울,1
0,20201225,54728,3,강원,영월,영월,영흥리,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,118,맑음,-5,47,225,4,,금,2020,12,25,18:20,강원,영흥,입,기타(직접입력),입산자실화,0.3,"34,137",겨울,1